Land Slope,Overall Qual,Overall Cond,Exter Qual,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Paved Drive,Pool QC,SalePrice,Misc Feature_Shed,Alley_Pave,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,MS Zoning_C (all),MS Zoning_RL,MS Zoning_RM,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Hip,Roof Matl_CompShg,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Central Air_Y,Sale Type_COD,Sale Type_New,Sale Type_WD ,MS SubClass_30,MS SubClass_70,MS SubClass_85,MS SubClass_120,MS SubClass_160,ExtAsbShng,ExtBrkFace,ExtCemntBd,ExtHdBoard,ExtPlywood,ExtStucco,ExtVinylSd,ExtWd Sdng,ExtWdShing,Garage QualCond,Combined Sale Type_Con,Foundation_Other
0,7,5,1,2.0,0.0,0,750.0,0.0,0.0,300.0,1050.0,4,1.0,1062,887,0,1949,1.0,0.0,2,1,3,1,3.0,8,1,1,2.0,1.0,0,236000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,10,5,2,4.0,0.0,3,0.0,0.0,0.0,1824.0,1824.0,4,1.0,1824,0,0,1824,0.0,0.0,2,0,3,1,4.5,8,1,1,3.0,1.0,0,392000,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,6,5,0,0.0,-0.25,0,522.0,0.0,0.0,198.0,720.0,1,1.0,1146,784,0,1930,1.0,0.0,2,0,4,1,2.0,8,1,0,1.0,1.0,0,149000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
0,10,5,2,2.0,0.0,1,128.0,3.0,842.0,0.0,970.0,4,1.0,1469,924,0,2393,1.0,0.0,2,1,2,1,4.5,7,1,1,2.0,1.0,0,345000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0
0,5,8,1,-0.25,0.0,0,0.0,0.0,0.0,716.0,716.0,4,0.5,1007,1007,0,2014,0.0,0.0,2,0,5,1,2.0,8,1,0,2.0,1.0,0,169000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
0,4,5,0,0.0,0.0,0,0.0,0.0,0.0,484.0,484.0,2,1.0,1242,0,0,1242,0.0,0.0,1,0,2,1,2.0,4,-2,0,1.0,0.0,0,109900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
1,7,5,0,2.0,0.0,2,758.0,0.0,0.0,238.0,996.0,4,1.0,996,1004,0,2000,0.0,0.0,2,1,3,1,2.0,9,1,1,3.0,1.0,0,188000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
0,6,6,0,0.0,0.0,0,0.0,0.0,0.0,780.0,780.0,4,0.0,825,587,0,1412,0.0,0.0,1,0,4,1,2.0,6,1,1,1.0,1.0,0,132500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
1,5,7,0,0.0,0.0,0,755.0,0.0,0.0,235.0,990.0,4,1.0,990,0,0,990,1.0,0.0,1,0,3,1,2.0,5,1,0,1.0,1.0,0,143000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,5,6,0,-0.25,0.0,0,557.0,0.0,0.0,785.0,1342.0,4,1.0,1342,0,0,1342,1.0,0.0,1,0,4,1,2.0,7,1,0,1.0,1.0,0,125000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
1,9,5,2,4.0,0.0,3,1505.0,0.0,0.0,363.0,1868.0,4,1.0,1868,0,0,1868,1.0,0.0,2,0,2,1,4.5,7,1,1,3.0,1.0,0,415000,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,4,7,0,-0.25,0.0,0,0.0,0.0,0.0,622.0,622.0,3,1.0,741,622,0,1363,0.0,0.0,1,0,3,1,2.0,6,1,0,2.0,1.0,0,125500,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,6,6,0,0.0,0.0,0,620.0,0.5,620.0,0.0,1240.0,3,1.0,1632,0,0,1632,1.0,0.0,2,0,3,1,2.0,6,0,1,1.0,1.0,0,139000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
0,10,5,2,4.0,0.0,3,1338.0,0.0,0.0,384.0,1722.0,4,1.0,1728,568,0,2296,1.0,0.0,2,1,3,1,4.5,10,1,1,3.0,1.0,0,451950,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0
0,5,5,0,0.0,0.0,0,0.0,0.0,0.0,1678.0,1678.0,2,1.0,1678,0,0,1678,0.0,0.0,2,0,6,2,2.0,10,1,0,0.0,1.0,0,119900,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0
0,8,5,1,4.0,0.0,0,1005.0,0.0,0.0,262.0,1267.0,4,1.0,1296,0,0,1296,1.0,0.0,2,0,2,1,3.0,6,1,0,2.0,1.0,0,220000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,6,6,0,0.0,0.0,0,838.0,0.0,0.0,749.0,1587.0,2,1.0,1587,0,0,1587,0.0,0.0,2,0,3,1,2.0,7,1,1,2.0,1.0,0,167300,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,5,6,0,0.0,0.0,0,626.0,0.0,0.0,94.0,720.0,4,1.0,854,444,0,1298,0.0,0.0,1,0,3,1,2.0,6,1,2,1.0,1.0,0,122000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
0,5,5,0,0.0,0.0,0,1332.0,0.0,0.0,396.0,1728.0,2,1.0,1728,0,0,1728,1.0,0.0,2,0,6,2,2.0,10,1,0,2.0,1.0,0,125000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0
0,5,6,0,0.0,0.0,0,308.0,0.0,0.0,620.0,928.0,3,0.5,928,0,0,928,0.0,0.0,1,0,3,1,2.0,5,1,0,1.0,1.0,0,112500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0
0,7,5,1,2.0,0.0,3,0.0,0.0,0.0,879.0,879.0,4,1.0,879,916,0,1795,0.0,0.0,2,1,3,1,3.0,7,1,0,2.0,1.0,0,191000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,6,7,0,0.0,0.0,0,570.0,0.0,0.0,510.0,1080.0,3,1.0,1080,0,0,1080,0.0,0.0,1,0,3,1,2.0,5,1,0,1.0,1.0,0,136000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,7,5,0,2.0,0.0,2,0.0,0.0,0.0,866.0,866.0,4,1.0,866,913,0,1779,0.0,0.0,2,1,3,1,3.0,6,1,0,2.0,1.0,0,197900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,6,8,0,0.0,-0.25,0,0.0,0.0,0.0,485.0,485.0,3,1.0,1001,634,0,1635,0.0,0.0,1,0,2,1,3.0,5,1,0,1.0,1.0,0,117000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,0,0
0,7,5,1,2.0,0.0,2,684.0,0.0,0.0,515.0,1199.0,4,1.0,1220,0,0,1220,1.0,0.0,2,0,2,1,3.0,6,1,0,2.0,1.0,0,194000,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,9,5,1,4.0,0.0,2,1004.0,0.0,0.0,306.0,1310.0,4,1.0,1310,0,0,1310,1.0,0.0,1,1,1,1,3.0,5,1,1,2.0,1.0,0,285000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,5,7,0,0.0,0.0,0,351.0,1.0,181.0,112.0,644.0,3,1.0,808,547,0,1355,1.0,0.0,2,0,4,2,2.0,6,1,0,0.0,1.0,0,127500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,0
0,7,5,1,2.0,0.0,0,728.0,0.0,0.0,367.0,1095.0,4,1.0,1166,1129,0,2295,1.0,0.0,2,1,4,1,3.0,9,1,1,2.0,1.0,0,268000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
0,4,8,0,0.0,0.0,0,0.0,0.0,0.0,1075.0,1075.0,4,1.0,1156,642,0,1798,0.0,0.0,2,1,4,1,2.0,7,1,0,2.0,0.0,0,137000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,7,7,0,0.0,0.0,0,603.0,1.0,294.0,723.0,1620.0,4,1.0,1620,0,0,1620,0.0,0.0,2,0,4,1,3.0,8,1,1,2.0,1.0,0,215000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
0,5,5,0,0.0,0.0,0,288.0,0.0,0.0,928.0,1216.0,2,1.0,1216,0,0,1216,1.0,0.0,1,0,3,1,2.0,5,1,0,1.0,1.0,0,129500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,5,4,0,2.0,0.0,0,0.0,0.0,0.0,896.0,896.0,3,0.5,896,448,0,1344,0.0,0.0,1,0,3,1,2.0,7,1,0,1.0,1.0,0,115000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0
0,5,8,0,0.0,0.0,0,0.0,0.0,0.0,747.0,747.0,2,1.0,747,412,0,1159,0.0,0.0,1,0,3,1,2.0,5,1,0,1.0,0.0,0,114000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.0,0,0
0,4,4,0,0.0,0.0,0,1056.0,0.0,0.0,0.0,1056.0,2,1.0,1056,0,0,1056,1.0,0.0,1,0,2,1,2.0,5,1,0,1.0,1.0,0,107000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
0,5,5,0,0.0,0.0,0,442.0,0.0,0.0,390.0,832.0,2,1.0,832,384,0,1216,0.0,0.0,1,0,2,1,2.0,6,1,0,1.0,1.0,0,118500,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,6,7,0,0.0,0.0,0,0.0,0.0,0.0,862.0,862.0,2,1.0,950,208,0,1158,0.0,0.0,1,0,3,1,2.0,5,1,1,1.0,1.0,0,120000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
0,8,5,1,2.0,0.0,2,769.0,0.0,0.0,769.0,1538.0,4,1.0,1538,0,0,1538,1.0,0.0,2,0,3,1,3.0,7,1,0,2.0,1.0,0,260000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,5,5,0,0.0,0.0,0,856.0,1.0,162.0,125.0,1143.0,2,1.0,1143,0,0,1143,1.0,0.0,1,0,3,1,2.0,6,1,0,1.0,1.0,0,136000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,4,5,0,0.0,0.0,0,0.0,0.0,0.0,858.0,858.0,2,1.0,872,0,0,872,0.0,0.0,1,0,3,1,2.0,5,1,0,4.0,1.0,0,123000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,6,7,0,0.0,0.0,0,0.0,0.0,0.0,319.0,319.0,2,0.5,1035,371,0,1406,0.0,0.0,1,0,3,1,1.0,6,1,0,0.0,0.0,0,89500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
0,6,5,1,2.0,0.0,0,0.0,0.0,0.0,1324.0,1324.0,4,1.0,1324,0,0,1324,0.0,0.0,2,0,3,1,3.0,6,1,0,2.0,1.0,0,199500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,5,7,0,0.0,0.0,0,0.0,0.0,0.0,876.0,876.0,2,1.0,904,0,0,904,0.0,0.0,1,0,3,1,2.0,6,1,0,1.0,1.0,0,109900,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
0,7,9,1,2.0,0.0,0,0.0,0.0,0.0,1276.0,1276.0,4,1.0,1276,804,0,2080,0.0,0.0,1,1,3,1,3.0,9,1,2,1.0,1.0,0,234000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
0,6,5,1,2.0,0.0,1,662.0,0.0,0.0,186.0,848.0,4,1.0,848,0,0,848,1.0,0.0,1,0,1,1,3.0,3,1,1,2.0,1.0,0,155900,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
0,4,5,0,0.0,0.0,2,0.0,0.0,0.0,1104.0,1104.0,4,0.5,1104,684,0,1788,1.0,0.0,1,0,5,1,2.0,8,0,2,1.0,1.0,0,161500,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
0,6,6,0,0.0,0.0,0,111.0,1.0,354.0,354.0,819.0,3,0.5,1344,0,0,1344,0.0,1.0,1,0,3,1,3.0,7,1,1,2.0,1.0,0,137500,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
